Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Core_Communication,Core_Teamwork,Core_ProblemSolving,Core_Adaptability,Core_TimeManagement,Core_Initiative,Core_Accountability,Core_LearningAgility,Dept_Comp1,Dept_Comp2,Dept_Comp3,Role_Comp1,Role_Comp2,PerformanceScore,CORE_COMM_01,CORE_COMM_02,CORE_COMM_03,CORE_COMM_04,CORE_TEAM_01,CORE_TEAM_02,CORE_TEAM_03,CORE_TEAM_04,CORE_PROB_01,CORE_PROB_02,CORE_PROB_03,CORE_PROB_04,CORE_ADAPT_01,CORE_ADAPT_02,CORE_ADAPT_03,CORE_ADAPT_04,CORE_TIME_01,CORE_TIME_02,CORE_TIME_03,CORE_TIME_04,CORE_INIT_01,CORE_INIT_02,CORE_INIT_03,CORE_INIT_04,CORE_ACCT_01,CORE_ACCT_02,CORE_ACCT_03,CORE_ACCT_04,CORE_LEARN_01,CORE_LEARN_02,CORE_LEARN_03,CORE_LEARN_04,DEPT_COMP1_01,DEPT_COMP1_02,DEPT_COMP1_03,DEPT_COMP2_01,DEPT_COMP2_02,DEPT_COMP2_03,DEPT_COMP3_01,DEPT_COMP3_02,DEPT_COMP3_03,ROLE_COMP1_01,ROLE_COMP1_02,ROLE_COMP1_03,ROLE_COMP2_01,ROLE_COMP2_02,ROLE_COMP2_03
25,No,No_Travel,Sales & Marketing,3,Life Sciences,3,Female,Sales Representative,1,Married,2,2,1,0,0,4.0,2.63,1.7,1.49,2.72,3.1,2.21,2.12,3.27,2.33,3.22,2.23,2.06,39.76,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
31,No,Travel_Rarely,Sales & Marketing,1,Technical Degree,3,Male,Sales Representative,4,Single,3,6,3,2,1,2.65,3.12,3.54,3.08,3.67,3.69,3.15,4.0,3.9,3.31,3.46,2.52,2.67,68.48,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
30,No,Travel_Rarely,Sales & Marketing,1,Medical,2,Male,Sales Representative,4,Single,3,6,5,3,2,3.86,4.0,2.81,3.98,2.89,4.0,1.42,4.0,3.83,2.25,3.52,2.37,2.81,63.19,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
40,No,Travel_Rarely,Sales & Marketing,2,Life Sciences,2,Male,Sales Representative,3,Married,4,14,7,3,2,2.02,2.0,3.36,3.04,3.68,2.15,3.1,3.67,4.0,1.88,2.69,2.72,3.53,54.88,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
42,No,Travel_Frequently,Sales & Marketing,4,Marketing,3,Female,Sales Representative,2,Single,3,12,5,3,2,3.29,2.12,3.43,3.6,3.01,3.11,2.77,3.16,2.41,2.88,2.25,2.32,3.64,54.43,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
32,No,Travel_Rarely,Sales & Marketing,2,Life Sciences,2,Female,Sales Representative,3,Single,3,6,4,2,1,3.32,3.55,3.27,3.33,2.03,2.67,2.92,2.68,2.21,3.09,2.9,3.48,3.72,54.77,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
18,Yes,Travel_Rarely,Sales & Marketing,4,Marketing,2,Male,Sales Representative,4,Married,3,0,0,0,0,3.89,2.88,3.8,2.67,1.0,3.39,4.0,3.38,2.59,3.19,3.32,3.15,4.0,60.14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
28,No,Travel_Rarely,Sales & Marketing,1,Computer Science,1,Female,Sales Representative,2,Single,2,5,4,2,1,4.0,2.94,2.9,4.0,1.39,3.78,1.96,2.52,2.26,3.26,3.55,3.1,2.06,44.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
46,No,Travel_Rarely,Sales & Marketing,3,Marketing ,2,Female,Sales Representative,3,Married,3,8,3,2,1,3.05,3.04,4.0,2.63,2.96,1.28,3.57,3.29,4.0,3.19,2.96,2.38,3.53,56.11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
24,No,Travel_Rarely,Sales & Marketing,3,Computer Science,3,Female,Sales Representative,2,Single,3,1,0,0,0,2.6,3.23,3.1,1.95,2.89,2.54,3.84,4.0,3.94,4.0,3.58,3.23,2.11,55.79,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
22,No,No_Travel,Sales & Marketing,2,Medical,2,Female,Sales Representative,3,Divorced,3,0,0,0,0,1.76,3.09,2.14,2.7,2.22,3.25,3.02,2.02,2.31,1.79,3.8,3.18,3.73,46.36,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
25,No,Travel_Frequently,Sales & Marketing,3,Life Sciences,3,Male,Sales Representative,3,Single,3,2,1,0,0,3.0,3.79,3.42,3.13,2.56,2.69,3.01,3.71,3.87,4.0,2.53,3.61,2.57,61.65,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
26,No,Travel_Rarely,Sales & Marketing,3,Other,2,Male,Sales Representative,3,Divorced,3,2,1,0,0,2.68,3.38,3.12,2.0,1.0,4.0,2.95,3.13,4.0,2.9,2.58,2.96,2.26,49.9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
37,No,No_Travel,Sales & Marketing,3,Life Sciences,3,Female,Sales Representative,4,Married,3,10,9,8,5,2.24,3.19,3.13,4.0,3.0,3.43,3.16,3.19,2.85,2.59,2.25,2.66,2.51,63.92,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
45,Yes,Travel_Rarely,Sales & Marketing,3,Life Sciences,3,Female,Sales Representative,3,Married,4,9,5,0,3,3.06,4.0,2.84,3.29,3.32,2.95,4.0,2.16,4.0,3.58,2.93,4.0,3.2,65.98,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
37,Yes,Travel_Rarely,Sales & Marketing,3,Life Sciences,1,Female,Sales Representative,2,Married,3,9,7,3,1,1.96,2.8,2.29,1.72,2.71,2.69,1.09,2.88,3.48,3.1,2.43,3.64,1.53,37.03,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
27,No,Travel_Rarely,Sales & Marketing,3,Computer Science,1,Female,Sales Representative,2,Married,3,8,7,2,1,3.13,3.14,3.04,3.02,1.2,4.0,2.78,2.6,2.8,2.85,1.67,2.78,2.86,42.19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
28,No,Travel_Rarely,Sales & Marketing,4,Medical,4,Male,Sales Representative,2,Married,2,4,1,0,0,3.89,2.6,4.0,2.63,3.38,2.93,2.95,2.89,2.3,3.21,1.59,2.66,3.1,56.26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,No,No_Travel,Sales & Marketing,4,Medical,2,Non-Binary,Sales Representative,1,Divorced,4,9,4,2,1,1.6,3.28,3.45,1.75,2.9,1.56,1.59,3.67,3.67,3.29,1.01,2.27,2.14,36.27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
38,No,No_Travel,Sales & Marketing,2,Computer Science,3,Male,Sales Representative,1,Single,4,13,5,3,2,2.73,1.79,3.04,3.09,2.77,2.66,3.5,2.6,3.02,2.32,2.27,2.54,2.66,45.84,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
28,No,Travel_Frequently,Sales & Marketing,3,Life Sciences,4,Male,Sales Representative,4,Married,3,2,2,2,2,3.7,2.66,2.99,3.57,2.78,2.47,4.0,3.45,4.0,1.83,3.74,2.24,4.0,69.72,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
41,No,Travel_Rarely,Sales & Marketing,4,Life Sciences,1,Female,Sales Representative,2,Married,3,21,20,7,10,2.87,3.19,3.03,3.58,3.39,2.17,3.9,2.54,3.28,2.88,2.85,2.77,2.37,52.13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
41,No,Travel_Rarely,Sales & Marketing,4,Technical Degree,3,Male,Sales Representative,4,Single,3,11,7,3,1,2.64,3.35,2.61,2.22,2.94,3.81,2.25,3.63,2.35,3.03,3.93,1.95,3.61,63.32,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
40,No,No_Travel,Sales & Marketing,3,Other,3,Male,Sales Representative,1,Divorced,4,16,9,3,2,2.95,3.57,2.58,2.38,2.98,2.79,2.21,2.28,2.61,3.19,2.24,3.04,3.01,48.31,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
37,No,No_Travel,Sales & Marketing,2,Technical Degree,3,Male,Sales Representative,3,Single,1,7,6,5,3,2.75,3.54,3.42,2.64,3.48,3.17,3.44,3.09,3.34,3.02,2.44,2.1,3.87,61.56,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
42,No,Travel_Frequently,Sales & Marketing,3,Marketing ,4,Female,Sales Representative,3,Single,4,12,8,1,2,2.89,2.69,4.0,3.62,4.0,3.99,3.22,3.19,2.66,2.84,2.55,3.73,2.31,68.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
24,No,Travel_Rarely,Sales & Marketing,3,Marketing ,3,Female,Sales Representative,1,Single,4,8,4,0,4,3.58,3.38,4.0,2.13,2.56,3.09,4.0,2.53,2.78,3.91,2.47,2.11,3.43,52.18,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
39,Yes,Travel_Rarely,Sales & Marketing,4,Technical Degree,4,Male,Sales Representative,1,Single,2,15,8,4,2,2.94,2.15,3.79,3.32,2.45,2.39,4.0,2.87,2.51,3.47,3.68,3.02,2.89,57.85,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
28,No,Travel_Rarely,Sales & Marketing,2,Life Sciences,4,Male,Sales Representative,3,Divorced,4,5,3,1,0,3.59,4.0,3.13,2.74,3.71,2.95,2.83,2.09,4.0,4.0,2.63,3.91,2.83,67.6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
26,Yes,No_Travel,Sales & Marketing,2,Information Systems,2,Female,Sales Representative,2,Married,3,2,1,0,0,1.29,2.11,3.79,2.18,2.92,2.05,4.0,2.53,2.85,4.0,3.39,3.27,1.85,44.61,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
36,Yes,Travel_Frequently,Sales & Marketing,3,Medical,1,Male,Sales Representative,3,Married,3,13,5,3,2,2.67,1.83,2.18,2.76,4.0,1.67,2.31,2.56,2.19,2.74,4.0,3.38,2.44,45.44,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
60,No,Travel_Rarely,Sales & Marketing,3,Life Sciences,1,Female,Sales Representative,1,Married,1,33,29,8,10,1.0,2.98,4.0,2.23,2.25,1.95,2.23,1.68,2.03,3.41,1.91,1.83,2.84,38.69,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
37,No,Travel_Frequently,Sales & Marketing,4,Life Sciences,1,Male,Sales Representative,3,Married,3,13,5,3,1,2.79,3.06,2.25,2.6,2.87,3.31,3.1,3.03,2.36,2.65,3.07,3.89,3.32,50.88,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
30,No,Travel_Rarely,Sales & Marketing,3,Computer Science,4,Male,Sales Representative,4,Single,3,7,4,1,0,3.57,3.31,3.29,2.58,4.0,2.6,3.97,4.0,4.0,2.91,4.0,3.38,3.19,75.98,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
32,No,Travel_Rarely,Sales & Marketing,3,Other,2,Prefer Not To Say,Sales Representative,2,Married,4,8,4,2,1,1.77,1.71,3.63,2.98,3.16,1.5,1.96,2.66,2.72,2.91,3.33,3.06,2.51,42.89,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
30,No,Travel_Rarely,Sales & Marketing,3,Life Sciences,3,Male,Sales Representative,4,Married,3,11,11,10,8,3.66,2.96,3.01,3.02,3.41,2.67,3.26,3.61,3.01,3.77,2.86,3.2,2.13,68.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
43,No,Travel_Rarely,Sales & Marketing,1,Medical,4,Male,Sales Representative,3,Married,3,19,11,5,3,2.53,3.52,3.67,3.77,3.14,2.36,1.82,3.92,3.91,2.77,4.0,3.16,4.0,72.31,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
32,No,Travel_Rarely,Sales & Marketing,4,Medical,2,Male,Sales Representative,1,Single,4,6,4,1,0,3.91,1.46,3.22,3.53,1.84,3.19,1.59,4.0,3.16,2.05,1.95,2.63,2.11,39.32,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
27,Yes,Travel_Rarely,Sales & Marketing,1,Information Systems,3,Female,Sales Representative,4,Single,4,1,1,0,1,3.26,2.49,4.0,2.82,3.77,2.08,3.69,3.58,4.0,3.43,2.21,3.59,3.59,66.63,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
27,No,Travel_Rarely,Sales & Marketing,3,Medical,4,Female,Sales Representative,2,Single,2,7,7,7,3,3.08,3.38,3.01,3.59,4.0,3.15,3.36,2.11,1.83,3.44,2.54,2.89,3.03,60.53,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
33,Yes,Travel_Frequently,Sales & Marketing,4,Medical,3,Male,Sales Representative,3,Single,3,8,3,1,0,2.97,4.0,2.34,1.51,4.0,2.82,2.19,3.25,3.84,3.26,3.74,3.89,3.12,61.74,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
18,No,Travel_Rarely,Sales & Marketing,4,Computer Science,1,Female,Sales Representative,1,Single,2,0,0,0,0,2.28,3.1,3.2,2.96,1.3,2.18,1.73,2.05,4.0,2.74,2.72,2.13,2.61,30.77,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25,No,Travel_Rarely,Sales & Marketing,4,Marketing,4,Female,Sales Representative,3,Divorced,4,8,4,3,1,1.88,4.0,2.8,3.27,3.32,2.55,2.65,2.42,3.77,3.89,2.99,2.22,2.35,61.96,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
35,No,Travel_Rarely,Sales & Marketing,3,Medical,2,Male,Sales Representative,3,Single,3,6,6,4,4,2.68,2.39,2.59,3.82,2.0,3.51,3.34,3.07,3.57,2.41,3.9,3.17,2.9,55.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
40,Yes,No_Travel,Sales & Marketing,1,Technical Degree,3,Male,Sales Representative,1,Married,3,12,9,3,2,2.13,4.0,4.0,3.91,3.02,2.57,2.53,4.0,3.3,2.44,2.29,3.15,2.62,53.88,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
43,No,No_Travel,Sales & Marketing,4,Medical,1,Male,Sales Representative,4,Divorced,3,19,14,9,6,2.58,2.02,1.83,2.52,2.27,2.3,2.7,1.9,3.52,2.11,3.23,3.46,2.8,50.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
44,Yes,Travel_Frequently,Sales & Marketing,4,Marketing,3,Female,Sales Representative,2,Married,3,18,12,7,4,4.0,3.82,3.3,3.65,2.03,1.46,2.75,3.77,2.98,3.09,3.76,3.12,2.46,60.51,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
56,Yes,Travel_Rarely,Sales & Marketing,2,Life Sciences,4,Male,Sales Representative,1,Single,3,25,16,12,11,1.97,2.97,3.79,2.59,2.59,3.05,3.46,3.25,4.0,2.53,3.49,2.54,3.25,62.21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
37,No,Travel_Rarely,Sales & Marketing,3,Technical Degree,3,Female,Sales Representative,1,Married,3,13,6,2,1,3.21,2.21,2.41,2.31,2.94,1.83,2.08,2.43,2.78,3.75,3.93,1.8,2.27,44.24,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
20,Yes,Travel_Rarely,Sales & Marketing,4,Human Resources,1,Male,Sales Representative,1,Divorced,3,3,2,0,0,3.19,1.59,2.35,1.8,1.06,1.4,2.17,3.05,4.0,2.1,2.21,2.55,2.98,27.73,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
48,No,Travel_Frequently,Sales & Marketing,3,Medical,4,Female,Sales Representative,4,Divorced,3,24,22,17,7,2.87,2.4,3.05,4.0,4.0,4.0,2.81,4.0,3.42,4.0,3.22,3.25,3.78,83.87,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
46,No,Travel_Frequently,Sales & Marketing,1,Medical,4,Male,Sales Representative,3,Single,2,18,7,4,3,2.94,2.4,2.6,2.06,3.44,3.65,4.0,3.62,3.53,2.38,4.0,2.95,3.93,69.78,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
26,No,Travel_Rarely,Sales & Marketing,2,Technical Degree,3,Female,Sales Representative,1,Single,3,2,1,0,0,1.68,1.95,2.93,2.82,3.14,2.08,3.63,2.16,3.18,3.97,2.9,3.5,3.23,46.06,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
33,No,Travel_Rarely,Sales & Marketing,1,Medical,3,Female,Sales Representative,3,Single,3,10,6,4,2,2.84,3.8,2.4,4.0,3.87,2.2,2.59,3.02,3.26,2.89,3.56,3.41,4.0,64.37,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
41,No,Travel_Rarely,Sales & Marketing,3,Human Resources,4,Male,Sales Representative,3,Married,3,22,22,7,10,4.0,3.19,3.52,2.18,3.43,3.41,2.92,3.29,2.75,3.49,4.0,3.31,3.32,75.42,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
28,No,No_Travel,Sales & Marketing,2,Life Sciences,1,Male,Sales Representative,1,Divorced,2,4,2,0,0,4.0,2.41,1.18,2.54,2.08,2.35,2.18,2.33,3.06,2.09,3.42,3.09,2.85,32.74,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
26,No,Travel_Rarely,Sales & Marketing,2,Medical,2,Male,Sales Representative,4,Single,3,2,0,0,0,2.86,3.14,2.98,1.6,2.84,3.16,3.02,2.12,3.33,3.69,3.07,2.33,3.55,55.04,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
21,No,Travel_Rarely,Sales & Marketing,4,Economics,3,Female,Sales Representative,2,Single,2,6,2,2,1,2.15,3.05,3.11,2.86,2.81,2.41,2.34,2.7,2.47,3.67,3.49,3.47,2.86,51.74,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
25,Yes,Travel_Rarely,Sales & Marketing,3,Human Resources,3,Female,Sales Representative,2,Married,3,6,2,0,2,3.43,4.0,4.0,1.96,1.41,2.54,2.32,2.6,2.55,3.09,2.32,4.0,3.91,52.73,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
25,No,Travel_Rarely,Sales & Marketing,4,Information Systems,2,Male,Sales Representative,3,Single,3,2,1,0,0,3.07,2.96,2.95,3.02,1.77,2.44,3.56,2.9,4.0,2.72,3.2,2.91,2.14,50.95,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
35,Yes,Travel_Frequently,Sales & Marketing,3,Technical Degree,2,Male,Sales Representative,3,Married,3,11,5,3,1,2.81,1.7,3.12,2.44,3.4,2.47,3.29,4.0,3.76,3.07,4.0,2.62,3.48,57.52,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
33,No,Travel_Frequently,Sales & Marketing,2,Computer Science,2,Female,Sales Representative,2,Single,3,5,0,0,0,3.02,3.28,2.96,4.0,3.15,2.81,1.66,2.97,1.73,3.02,3.21,3.15,3.27,48.13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24,No,Travel_Rarely,Sales & Marketing,4,Medical,3,Male,Sales Representative,3,Divorced,2,1,0,0,0,2.88,3.18,3.36,2.27,1.15,3.69,2.84,2.97,2.83,2.84,4.0,3.02,1.88,53.65,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
